1476857931.098805,0.000000,0.000000,0.000000,0.000000,781.000000,32.000000,0.648352
1476857932.144056,0.000000,0.000000,0.000000,0.000000,779.250000,32.000000,0.641333
1476857933.192345,-1.048283,37.629562,76.000000,0.000000,780.000000,32.000000,0.630945
1476857934.233959,-1.048283,37.629562,76.000000,0.000000,779.250000,32.000000,0.647567
1476857935.272327,-1.048283,37.629562,76.000000,0.000000,781.000000,32.000000,0.664189
1476857936.312200,-1.048283,37.629562,0.000000,0.000000,779.750000,32.000000,0.624642
1476857937.352750,-1.048283,37.629562,76.000000,0.000000,784.500000,32.000000,0.668344
1476857938.392446,-1.048283,37.629562,76.000000,0.000000,781.500000,33.000000,0.628082
1476857939.442632,-1.048283,37.629562,76.000000,0.000000,785.250000,33.000000,0.599871
1476857940.484683,-1.048283,37.629562,76.000000,0.000000,780.000000,33.000000,0.611922
1476857941.524066,-1.048283,37.629562,76.000000,0.000000,782.000000,33.000000,0.633369
1476857942.563800,-1.048283,37.629562,76.000000,0.000000,780.000000,33.000000,0.644796
1476857943.604153,-1.048283,37.629562,76.000000,0.000000,781.750000,33.000000,0.6143
1476857944.643512,-1.048283,37.629562,76.000000,0.000000,777.000000,33.000000,0.631637
1476857945.684304,-1.048283,37.629562,76.000000,0.000000,778.250000,33.000000,0.644946
1476857946.724863,-1.048283,37.629562,76.000000,0.000000,776.000000,33.000000,0.597862
1476857947.774699,-1.048283,37.629563,78.700000,0.000000,1366.000000,33.000000,1.93899
1476857948.814352,-1.048283,37.629563,78.700000,2.000000,1089.500000,33.000000,0.786061
1476857949.853898,-1.048283,37.629563,78.700000,2.000000,868.250000,33.000000,0.557669
1476857950.894561,-1.048283,37.629563,78.700000,2.000000,923.000000,33.000000,0.532251
1476857951.934277,-1.048283,37.629563,78.700000,1.000000,916.750000,33.000000,0.46155
1476857952.973713,-1.048283,37.629563,78.700000,0.000000,863.000000,33.000000,0.325134
1476857954.015683,-1.048283,37.629563,78.700000,0.000000,767.000000,33.000000,0.406582
1476857955.053752,-1.048283,37.629563,78.700000,0.000000,886.250000,33.000000,0.964932
1476857956.107473,-1.048283,37.629563,78.700000,2.000000,1188.750000,33.000000,1.43427
1476857957.145203,-1.048283,37.629563,78.700000,3.000000,1307.500000,33.000000,0.830478
1476857958.184484,-1.048285,37.629563,79.200000,3.000000,1520.250000,33.000000,1.88262
1476857959.226120,-1.048285,37.629563,79.200000,7.000000,1360.500000,33.000000,1.13422
1476857960.265084,-1.048287,37.629565,79.000000,12.000000,1263.250000,34.000000,1.57772
1476857961.305400,-1.048302,37.629550,78.300000,15.000000,1621.000000,34.000000,1.20339
1476857962.346060,-1.048302,37.629550,78.300000,16.000000,1690.000000,34.000000,1.22634
1476857963.385801,-1.048353,37.629488,77.700000,16.000000,907.500000,34.000000,1.884
1476857964.439645,-1.048383,37.629452,77.800000,19.000000,1056.500000,34.000000,2.19172
1476857965.487029,-1.048383,37.629452,77.800000,19.000000,1074.500000,34.000000,0.474836
1476857966.526438,-1.048465,37.629375,79.100000,17.000000,956.750000,34.000000,0.0566534
1476857967.566893,-1.048503,37.629342,79.100000,15.000000,917.750000,34.000000,0.393988
1476857968.607361,-1.048503,37.629342,79.100000,13.000000,915.250000,34.000000,0.408048
1476857969.647012,-1.048580,37.629280,79.100000,12.000000,914.750000,34.000000,0.451981
1476857970.686871,-1.048580,37.629280,79.100000,12.000000,916.250000,34.000000,0.432773
1476857971.727204,-1.048598,37.629248,79.700000,11.000000,920.750000,34.000000,0.413242
1476857972.779642,-1.048575,37.629153,82.200000,11.000000,872.250000,34.000000,0.56119
1476857973.815851,-1.048575,37.629153,82.200000,13.000000,887.500000,35.000000,0.841086
1476857974.855153,-1.048575,37.629153,82.200000,16.000000,878.250000,35.000000,1.31603
1476857975.946879,-1.048447,37.629183,82.600000,18.000000,983.000000,35.000000,0.613284
1476857976.986171,-1.048447,37.629183,82.600000,18.000000,993.250000,35.000000,0.408856
1476857978.026927,-1.048400,37.629193,83.500000,17.000000,957.500000,35.000000,0
1476857979.067227,-1.048285,37.629205,83.000000,17.000000,943.250000,35.000000,0.189803
1476857980.106036,-1.048285,37.629205,83.000000,17.000000,953.500000,35.000000,0.319893
1476857981.159567,-1.048162,37.629213,82.500000,17.000000,975.250000,35.000000,0.339886
1476857982.195668,-1.048100,37.629228,83.100000,18.000000,1001.000000,35.000000,0.949014
1476857983.235709,-1.048100,37.629228,83.100000,19.000000,1063.500000,35.000000,0.998245
1476857984.275475,-1.047990,37.629225,83.500000,20.000000,1141.250000,35.000000,0.54892
1476857985.316282,-1.047932,37.629218,83.700000,20.000000,1152.500000,36.000000,0.130402
1476857986.355599,-1.047932,37.629218,83.700000,21.000000,1208.500000,36.000000,0.426667
1476857987.396189,-1.047808,37.629205,84.600000,22.000000,1244.750000,36.000000,0.321359
1476857988.435821,-1.047737,37.629197,83.800000,23.000000,1285.250000,36.000000,0.307611
1476857989.486389,-1.047737,37.629197,83.800000,24.000000,1365.250000,36.000000,0.372241
1476857990.528329,-1.047585,37.629180,82.600000,25.000000,1411.500000,36.000000,0.291243
1476857991.567442,-1.047507,37.629180,81.800000,25.000000,1384.500000,36.000000,0
1476857992.608010,-1.047507,37.629180,81.800000,22.000000,1293.250000,36.000000,0
1476857993.647888,-1.047338,37.629187,80.400000,22.000000,1234.500000,36.000000,0.0856496
1476857994.687196,-1.047338,37.629187,80.400000,22.000000,1212.250000,36.000000,0.432496
1476857995.727913,-1.047270,37.629182,80.200000,21.000000,1174.000000,36.000000,0
1476857996.767496,-1.047100,37.629107,78.800000,19.000000,912.750000,36.000000,0.259431
1476857997.821979,-1.047100,37.629107,78.800000,15.000000,901.500000,36.000000,0.37971
1476857998.866874,-1.047100,37.629107,78.800000,6.000000,913.250000,36.000000,0.394415
1476857999.907177,-1.047003,37.629038,78.200000,1.000000,915.000000,37.000000,0.390837
1476858000.946979,-1.047003,37.629038,78.200000,0.000000,888.250000,37.000000,0.338512
1476858001.986383,-1.046995,37.629033,77.600000,0.000000,774.750000,37.000000,0.31426
1476858003.027176,-1.046997,37.629033,78.600000,0.000000,777.250000,37.000000,0.397682
1476858004.066546,-1.046997,37.629033,78.600000,0.000000,775.750000,37.000000,0.402761
1476858005.107151,-1.046998,37.629033,79.500000,0.000000,781.500000,37.000000,0.441869
1476858006.157340,-1.046998,37.629033,79.600000,0.000000,778.750000,37.000000,0.409306
1476858007.194698,-1.046998,37.629033,79.600000,0.000000,777.500000,37.000000,0.41203
1476858008.235119,-1.046998,37.629033,79.400000,0.000000,779.000000,37.000000,0.430418
1476858009.275513,-1.046998,37.629035,79.300000,0.000000,786.250000,37.000000,0.435844
1476858010.316935,-1.046998,37.629035,79.300000,0.000000,827.000000,37.000000,0.771782
1476858011.355604,-1.046998,37.629035,79.300000,2.000000,1276.000000,37.000000,2.29384
1476858012.395444,-1.047000,37.629035,79.100000,8.000000,1370.750000,37.000000,1.90869
1476858013.436128,-1.047000,37.629035,79.100000,13.000000,1410.500000,37.000000,1.65112
1476858014.487282,-1.046977,37.629018,78.800000,16.000000,1730.000000,37.000000,0.861749
1476858015.528379,-1.046977,37.629018,78.800000,17.000000,963.500000,37.000000,1.05484
1476858016.567944,-1.046943,37.628995,78.500000,20.000000,1123.500000,38.000000,1.57456
1476858017.607302,-1.046860,37.628940,77.800000,23.000000,1269.000000,38.000000,1.05688
1476858018.648231,-1.046860,37.628940,77.800000,25.000000,1391.750000,38.000000,0.682473
1476858019.686601,-1.046805,37.628907,78.100000,26.000000,964.000000,38.000000,0.0533983
1476858020.727257,-1.046598,37.628808,77.200000,27.000000,928.750000,38.000000,1.32613
1476858021.767103,-1.046598,37.628808,77.200000,30.000000,1015.250000,38.000000,1.23055
1476858022.816565,-1.046598,37.628808,77.200000,31.000000,1054.500000,38.000000,0.306515
1476858023.856395,-1.046348,37.628700,75.800000,31.000000,1064.500000,38.000000,0
1476858024.895732,-1.046348,37.628700,75.800000,31.000000,1071.000000,38.000000,0
1476858025.935135,-1.046260,37.628662,75.500000,31.000000,1063.000000,38.000000,0
