37.99638600,-1.13404750
37.99638900,-1.13402340
37.99639300,-1.13399940
37.99639700,-1.13397540
37.99640100,-1.13395130
37.99640400,-1.13392730
37.99640800,-1.13390330
37.99641200,-1.13387930
37.99641600,-1.13385520
37.99641900,-1.13383120
37.99642300,-1.13380720
37.99642700,-1.13378310
37.99643100,-1.13375910
37.99643400,-1.13373510
37.99643800,-1.13371100
37.99644200,-1.13368700
37.99644600,-1.13366300
37.99644900,-1.13363900
37.99645300,-1.13361490
37.99645700,-1.13359090
37.99646100,-1.13356690
37.99646400,-1.13354280
37.99646800,-1.13351880
37.99647200,-1.13349480
37.99647600,-1.13347070
37.99647900,-1.13344670
37.99648300,-1.13342270
37.99648700,-1.13339870
37.99649100,-1.13337460
37.99649400,-1.13335060
37.99649800,-1.13332660
37.99650200,-1.13330250
37.99650600,-1.13327850
37.99650900,-1.13325450
37.99651300,-1.13323040
37.99651700,-1.13320640
37.99652100,-1.13318240
37.99652400,-1.13315840
37.99652800,-1.13313430
37.99653200,-1.13311030
37.99653600,-1.13308630
37.99638300,-1.13404970
37.99639100,-1.13400890
37.99639800,-1.13396820
37.99640600,-1.13392740
37.99641300,-1.13388670
37.99642100,-1.13384590
37.99642800,-1.13380510
37.99643600,-1.13376440
37.99644300,-1.13372360
37.99645100,-1.13368290
37.99645800,-1.13364210
37.99646600,-1.13360130
37.99647300,-1.13356060
37.99648100,-1.13351980
37.99648800,-1.13347910
37.99649600,-1.13343830
37.99650300,-1.13339750
37.99651100,-1.13335680
37.99651800,-1.13331600
37.99652600,-1.13327530
37.99653300,-1.13323450
37.99654000,-1.13319370
37.99654800,-1.13315300
37.99655500,-1.13311220
37.99656300,-1.13307140
37.99657000,-1.13303070
37.99657800,-1.13298990
37.99658500,-1.13294920
37.99659300,-1.13290840
37.99660000,-1.13286760
37.99660800,-1.13282690
37.99661500,-1.13278610
37.99662300,-1.13274540
37.99663000,-1.13270460
37.99663800,-1.13266380
37.99664500,-1.13262310
37.99665300,-1.13258230
37.99666000,-1.13254160
37.99666800,-1.13250080
37.99667500,-1.13246000
37.99668300,-1.13241930
37.99668600,-1.13241580
37.99668900,-1.13240480
37.99669100,-1.13239380
37.99669400,-1.13238280
37.99669700,-1.13237180
37.99669900,-1.13236080
37.99670200,-1.13234980
37.99670500,-1.13233880
37.99670700,-1.13232780
